,Movie Title,Genre,tconst,Runtime (min),IMDB Rating,Worldwide Box Office (USD),Domestic Box Office (USD),budget
1989,31,"Drama, Romance, Sport",tt3835080,102.0,5.1,850419,779820,1500000
1990,Student of the Year 2,"Action, Crime, Drama",tt7255568,145.0,2.1,1635907,778566,0
1991,Only God Forgives,"Comedy, Crime, Thriller",tt1602613,90.0,5.7,10635126,778565,4800000
1992,Huo guo ying xiong,Action,tt5596352,94.0,6.6,58106427,776649,0
1993,Rowdy Rathore,"Comedy, Drama, Romance",tt2077833,140.0,5.9,29342463,775981,6700000
1994,Border,"Horror, Thriller",tt3142228,95.0,5.6,2177678,771930,0
1995,The Church,"Biography, Drama, History",tt2482856,81.0,5.7,772000,771454,0
1996,Mark Felt: The Man Who Brought Down the White House,Documentary,tt5175450,103.0,6.4,4372130,768946,0
1997,When Marnie Was There,Drama,tt3398268,103.0,7.7,34949567,765127,0
1998,Pariah,"Comedy, Romance",tt1233334,86.0,7.2,769552,758099,500000
1999,Mubarakan,"Drama, Thriller, War",tt6272828,156.0,5.6,12899968,757057,0
2000,Coriolanus,"Comedy, Drama",tt1372686,123.0,6.1,2435325,756452,7700000
2001,Peepli (Live),Music,tt1447508,95.0,7.4,9460931,754836,2270000
2002,Joni 75: A Birthday Celebration,Drama,tt9748230,128.0,8.4,808831,752205,0
2003,Palo Alto,Sport,tt2479800,100.0,6.2,919591,750100,0
2004,The Party,Drama,tt5814592,71.0,6.6,5597950,749827,0
2005,How Long Will I Love U,"Drama, Music, Romance",tt8404272,101.0,6.5,136796719,746933,0
2006,On Chesil Beach,"Crime, Drama, Fantasy",tt1667321,110.0,6.3,3335913,745971,0
2007,Cosmopolis,"Drama, Romance",tt1480656,109.0,5.0,7029095,743636,20500000
2008,I Belonged to You,"Comedy, Drama, History",tt6074202,112.0,5.4,119107580,743507,0
2009,Once I Was a Beehive,"Adventure, Comedy",tt4002772,119.0,6.3,732655,732655,0
2010,Land Ho!,"Drama, Music",tt3283556,95.0,5.9,727594,727430,0
2011,Vox Lux,Documentary,tt5960374,114.0,6.0,1439539,727119,0
2012,Mausam,"Documentary, Music",tt1627924,161.0,4.8,1473341,725966,0
2013,More Than Blue,Comedy,tt9081562,105.0,5.6,142958164,722669,0
2014,Burning,"Adventure, Drama, Romance",tt7282468,148.0,7.6,7566962,718991,7080000
2015,On the Road,"Biography, Drama",tt0337692,124.0,6.1,9617377,717753,25000000
2016,Yves Saint Laurent,"Biography, Drama",tt2707858,106.0,6.2,21026290,716679,12000000
2017,Hannah Arendt,"Action, Comedy",tt1674773,113.0,7.1,8880936,714442,0
2018,Son of Sardaar,"Drama, Horror, Mystery",tt2178508,141.0,4.0,1618361,713754,4300000
2019,The Little Stranger,"Biography, Drama, History",tt6859762,111.0,5.6,1824902,713143,0
2020,The Catcher Was a Spy,"Comedy, Romance",tt4602066,98.0,6.2,953953,712438,0
2021,Khoobsurat,"Action, Adventure, Fantasy",tt3554418,130.0,6.4,1375623,710508,0
2022,The Monkey King 2,"Action, Adventure, Family",tt4591310,119.0,6.0,193678298,709982,68490000
2023,Point Blank,"Action, Thriller",tt1545759,81.0,6.8,9487445,706937,16000000
2024,Holiday,"Biography, Drama, Music",tt1651084,90.0,5.6,1390054,706893,0
2025,Mozart's Sister,"Action, Adventure, Drama",tt1653911,120.0,6.4,1824891,706622,0
2026,The Captain,"Adventure, Comedy, Fantasy",tt6763252,118.0,7.4,416953262,706572,0
2027,The Captain,"Adventure, Comedy, Fantasy",tt6763252,118.0,7.4,416953262,706572,0
2028,Monster Hunt 2,"Action, Adventure, Drama",tt6170484,110.0,5.3,361682618,706153,0
2029,Raavan,"Comedy, Drama, Romance",tt1334470,130.0,5.4,1356461,705504,4200000
2030,Cartel Land,"Comedy, Drama",tt4126304,100.0,7.4,1145923,704352,0
2031,Boundaries,Action,tt1595347,96.0,8.8,755977,703438,0
2032,Hobo with a Shotgun,Drama,tt1640459,86.0,6.1,748453,703002,3000000
2033,Little Men,"Comedy, Crime, Drama",tt4919484,85.0,6.7,2008649,702191,0
2034,Tangerine,Documentary,tt3824458,88.0,7.1,814868,701837,100000
2035,Muscle Shoals,"Documentary, Biography, History",tt2492916,111.0,7.7,709415,695625,0
2036,Red Army,Animation,tt3264102,84.0,7.6,798680,694600,0
2037,Frankie & Alice,"Crime, Drama, Mystery",tt1221208,101.0,6.5,10670,693181,0
2038,The Paperboy,Comedy,tt1496422,107.0,5.8,3783865,692640,12500000
2039,Lost in Paris,"Comedy, Romance",tt2936884,83.0,6.3,2082381,691597,0
2040,The Hunt,"Action, Comedy, Crime",tt2106476,115.0,8.3,6512500,687185,3800000
2041,The Thieves,"Comedy, Drama",tt2330866,135.0,6.8,87126367,685839,0
2042,Mr. Church,"Documentary, Crime",tt4196848,104.0,7.7,685780,685143,8000000
2043,Tabloid,Drama,tt1704619,87.0,7.1,731925,680468,0
2044,A Matter of Faith,"Comedy, Drama, Romance",tt2587914,89.0,3.7,680113,677577,0
2045,Teri Meri Kahaani,"Comedy, Drama",tt2354407,117.0,4.8,1574703,671442,0
2046,The Island,"Action, Drama, History",tt1737256,95.0,5.1,198326350,670883,0
2047,Alone Yet Not Alone,"Action, Thriller",tt1986769,103.0,4.5,887851,668172,7000000
2048,Kochadaiiyaan,"Drama, Romance",tt2339505,124.0,6.5,1210580,663000,0
2049,American Honey,"Comedy, Drama",tt3721936,163.0,7.0,2290649,662786,0
2050,The D Train,"Drama, History, Mystery",tt2690138,101.0,5.0,774780,660994,447524
2051,Parkland,"Comedy, Drama",tt2345112,93.0,6.4,1412181,653651,10000000
2052,Terri,"Comedy, Drama",tt1687281,105.0,6.5,655802,653578,0
2053,Wilson,Documentary,tt1781058,94.0,5.8,848646,652997,0
2054,Jodorowsky's Dune,"Drama, Romance",tt1935156,90.0,8.1,647280,647280,0
2055,First Love,"Comedy, Drama, Music",tt10228168,,7.6,336756,646210,0
2056,Frank,"Biography, Drama, History",tt1605717,95.0,7.0,1897363,644906,1000000
2057,The Stanford Prison Experiment,"Biography, Crime, Drama",tt0420293,122.0,6.9,663114,643557,0
2058,Lizzie,"Documentary, Comedy",tt1582213,86.0,2.5,844786,642157,0
2059,The Greatest Movie Ever Sold,"Drama, Mystery, Thriller",tt1743720,90.0,6.6,698249,638476,0
2060,Remember,"Documentary, Family",tt2294789,106.0,5.4,3054936,637555,4000
2061,The Last Lions,Documentary,tt1692928,88.0,8.3,635325,635325,0
2062,You Are Here: A Come From Away Story,"Comedy, Drama, Romance",tt9205986,84.0,9.0,318885,632962,0
2063,2 Days in New York,"Action, Adventure, Thriller",tt1602472,96.0,6.0,4058113,632824,8000000
2064,Agent Vinod,"Drama, Family",tt1395025,157.0,5.2,1361471,632446,0
2065,We Are Family,Documentary,tt1428459,115.0,5.6,1031070,631276,0
2066,"Love, Gilda",Drama,tt5424228,88.0,7.4,626318,626318,0
2067,The Only Living Boy in New York,"Action, Comedy, Horror",tt0460890,89.0,6.3,2550321,624332,0
2068,Range 15,Drama,tt4687276,89.0,5.2,621738,621738,0
2069,"Kumiko, the Treasure Hunter","Documentary, Music",tt3263614,105.0,6.6,739623,621127,0
2070,David Crosby: Remember My Name,Drama,tt5884004,95.0,6.7,732793,619732,0
2071,Howl,"Animation, Adventure, Family",tt1049402,84.0,6.8,1278390,617334,5000000
2072,The Bronze,"Action, Drama, History",tt3859304,100.0,6.0,615816,615654,3500000
2073,The Assassin,"Documentary, Mystery",tt3508840,105.0,6.3,11991669,613556,15000000
2074,Tickled,"Comedy, Drama, Romance",tt5278506,92.0,7.6,790519,612816,0
2075,Baar Baar Dekho,"Comedy, Drama",tt5197544,141.0,5.3,1329777,612363,7400000
2076,Le Havre,"Comedy, Drama",tt1508675,93.0,7.2,12959706,611709,3850000
2077,Welcome to Me,"Documentary, Biography",tt2788716,87.0,5.9,636819,608852,0
2078,City of Gold,Drama,tt2614776,96.0,7.1,660445,608799,0
2079,Not Fade Away,"Drama, Romance, War",tt1230215,112.0,6.0,636399,607327,20000000
2080,The Exception,Documentary,tt4721124,107.0,6.8,834572,606989,0
2081,Itzhak,Drama,tt6186232,82.0,7.3,704968,606719,0
2082,The Least of These: The Graham Staines Story,Drama,tt9376172,112.0,6.6,695164,605908,0
2083,The Midwife,"Drama, Mystery, Sci-Fi",tt3298600,119.0,6.0,7286136,603582,0
2084,The Signal,Drama,tt2910814,97.0,6.1,2595622,600896,4000000
2085,The Chaperone,"Action, Crime",tt1663187,103.0,5.1,1541223,600654,0
2086,Master,Documentary,tt5735464,143.0,6.6,51636415,595649,0
2087,Lo and Behold: Reveries of the Connected World,"Comedy, Drama",tt5275828,98.0,7.1,765796,594912,0
2088,Blue Like Jazz,"Action, Drama, Thriller",tt1758575,108.0,5.9,595018,594904,1250000
2089,Furie,Drama,tt9412268,98.0,6.7,5717640,594788,0
2090,Heroine,"Action, Biography, Drama",tt1949548,149.0,5.1,8036853,593344,0
2091,Mary Kom,"Documentary, Sport",tt3001638,122.0,6.8,839840,590165,224056
2092,Bethany Hamilton: Unstoppable,"Drama, Romance",tt6435258,,9.0,684078,588864,0
2093,To the Wonder,"Action, Crime, Drama",tt1595656,112.0,5.9,2801166,586293,0
2094,Wazir,"Drama, Romance",tt0315642,103.0,7.1,5633588,586028,5200000
2095,The Disappearance of Eleanor Rigby: Them,"Drama, History, Romance",tt3729920,123.0,6.3,1448076,585640,0
2096,W.E.,"Comedy, Romance",tt1536048,119.0,6.3,2042203,583455,15000000
2097,Shaadi Ke Side Effects,Drama,tt3302962,145.0,5.6,1521778,582672,0
2098,Novitiate,"Documentary, Biography, Music",tt4513316,123.0,6.7,580346,580346,0
2099,Seymour: An Introduction,"Action, Mystery, Thriller",tt2219650,84.0,7.5,907742,580000,0
2100,Detective Byomkesh Bakshy!,"Crime, Drama, Mystery",tt3447364,139.0,7.6,827437,579055,5100000
2101,Gleason,Documentary,tt4632316,110.0,8.4,583664,576589,0
2102,Salinger,Drama,tt1596753,120.0,6.7,650675,575775,2000000
2103,The Public,"Fantasy, Mystery, Sci-Fi",tt3294746,119.0,6.5,644740,573503,0
2104,Battle of Memories,"Biography, Drama, History",tt5636668,119.0,6.5,43892362,570992,0
2105,A Tale of Love and Darkness,"Drama, Romance",tt1135989,95.0,6.0,724885,569381,4000000
2106,Cong cong na nian,Short,tt4284020,119.0,5.5,94244191,569280,0
2107,Tunnel,"Drama, Fantasy, Romance",tt4178118,86.0,4.9,52444295,568691,0
2108,The Future,Romance,tt1235170,91.0,6.2,887172,568366,1000000
2109,Loveless,"Action, Crime, Drama",tt1645769,91.0,7.3,3925992,566356,0
2110,Undefeated,"Biography, Drama, Romance",tt1860355,113.0,7.8,583844,562218,0
2111,Tommy's Honour,"Action, Crime, Drama",tt3467914,112.0,6.2,751345,561963,0
2112,Cold War II,"Biography, Drama, History",tt5112622,110.0,6.6,103197501,560824,0
2113,Jimmy's Hall,"Documentary, Biography, Drama",tt3110960,109.0,6.7,4825184,560341,0
2114,Harry & Snowman,"Comedy, Drama, Romance",tt2898306,84.0,7.7,578820,560270,0
2115,Tamara Drewe,Thriller,tt1486190,107.0,6.2,12037973,560101,0
2116,Knight of Cups,"Drama, History",tt2101383,118.0,5.7,1026288,558402,0
2117,The Attorney,"Drama, History, Romance",tt3404140,127.0,7.7,78547586,557236,0
2118,Bitter Harvest,Musical,tt3182620,103.0,6.1,904399,557004,20000000
2119,Saturday's Warrior,"Documentary, Drama",tt4699130,120.0,5.3,744046,556403,0
2120,Dolores,"Animation, Drama",tt5373180,98.0,5.4,555309,555309,0
2121,The Greatest Miracle,Comedy,tt1931569,70.0,4.5,3019382,555166,0
2122,A Cool Fish,"Drama, Romance",tt9282616,109.0,7.1,118153135,551876,0
2123,A Little Chaos,"Adventure, Family, Fantasy",tt2639254,112.0,6.5,10084623,551609,0
2124,The Lost Medallion: The Adventures of Billy Stone,"Comedy, Horror, Musical",tt1390539,97.0,4.9,705854,549632,0
2125,Anna and the Apocalypse,"Comedy, Crime, Drama",tt6433880,93.0,6.1,670430,545597,0
2126,Double Dhamaal,"Crime, Drama",tt1728239,138.0,3.8,1172240,543322,0
2127,Khatta Meetha,"Action, Drama, Thriller",tt1455811,157.0,5.8,1040814,541904,7500000
2128,American Pastoral,"Comedy, Drama, Music",tt0376479,108.0,6.1,2063436,541457,0
2129,The Age of Shadows,"Drama, Romance",tt4914580,140.0,7.1,54491162,540268,8620000
2130,"Peace, Love & Misunderstanding","Action, Biography, Crime",tt1649780,96.0,5.9,1105020,539896,0
2131,Jack Goes Boating,"Documentary, Action, Adventure",tt1278379,91.0,6.4,637479,538808,0
2132,Machine Gun Preacher,"Mystery, Romance, Thriller",tt1586752,129.0,6.8,3338690,538690,30000000
2133,On Any Sunday: The Next Chapter,"Documentary, Music",tt2872570,90.0,7.1,543044,538509,0
2134,Gentleman,Comedy,tt5815940,144.0,7.1,923884,537490,0
2135,The Virginity Hit,Documentary,tt1695994,86.0,4.6,636706,535249,2000000
2136,Pick of the Litter,"Biography, Drama, Romance",tt5644050,80.0,7.6,763688,534673,0
2137,Ai Weiwei: Never Sorry,"Comedy, Drama",tt1845773,91.0,7.6,881661,534100,0
2138,Freeheld,"Comedy, Drama",tt1658801,103.0,6.5,1474471,532988,7000000
2139,Brigsby Bear,Musical,tt5805752,97.0,7.3,681632,532669,0
2140,Standing Ovation,"Crime, Drama, Romance",tt1303803,105.0,3.3,531806,531806,0
2141,By the Sea,"Crime, Drama, Mystery",tt3707106,122.0,5.3,3334927,531009,10000000
2142,Highway,Documentary,tt1693107,77.0,3.5,858783,529136,0
2143,Human Flow,Drama,tt6573444,140.0,6.9,1824537,527845,0
2144,The First Monday in May,Drama,tt5519566,90.0,7.2,1072943,527258,0
2145,Being Flynn,"Animation, Drama, Family",tt0455323,102.0,6.4,983124,526322,0
2146,Fireworks,"Action, Adventure, Drama",tt4247046,95.0,4.3,25672406,525280,100000
2147,The Reluctant Fundamentalist,"Comedy, Crime, Drama",tt2032557,130.0,6.9,2167020,519535,0
2148,Wild Nights with Emily,Documentary,tt5176580,84.0,6.1,519487,519487,0
2149,Dom Hemingway,"Drama, History",tt2402105,93.0,6.2,1307599,518134,0
2150,The Spy Behind Home Plate,"Adventure, Comedy, Drama",tt10078290,101.0,7.2,519525,517606,1500000
2151,Finding Fanny,Drama,tt3142688,102.0,5.8,7685784,515393,2489400
2152,Preacher's Kid,"Comedy, Drama, Romance",tt1328913,110.0,5.2,515065,514522,7000000
2153,The Children Act,"Comedy, Drama, Sci-Fi",tt6040662,105.0,6.7,17696794,513381,0
2154,The Names of Love,"Action, Horror, Thriller",tt1646974,100.0,7.2,6803887,512668,4600000
2155,The One I Love,"Biography, Drama",tt2756032,91.0,7.1,596933,511635,0
2156,Unsullied,"Drama, Horror",tt3139764,93.0,4.3,510957,510957,0
2157,Tracks,"Drama, Romance",tt2167266,112.0,7.2,5853509,508806,0
2158,Raw,"Romance, Thriller",tt4954522,99.0,7.0,3096815,508425,3500000
2159,Obsession,"Crime, Drama",tt1969118,94.0,5.7,3454709,506806,0
2160,The Two Faces of January,"Documentary, Music",tt1976000,96.0,6.2,13551951,506067,0
2161,Birds of Passage,"Comedy, Romance",tt6386748,125.0,7.7,2517349,505476,0
2162,Shut Up and Play the Hits,"Action, Comedy, Romance",tt2124908,108.0,7.4,629107,505154,0
2163,Shameless,Drama,tt1711487,98.0,5.4,1443479,504000,0
2164,Monsters and Men,"Drama, Mystery",tt7689906,96.0,5.6,510967,500101,0
2165,Long Day's Journey Into Night,"Documentary, Biography, History",tt8185182,138.0,7.2,42140994,499993,13000000
2166,Peggy Guggenheim: Art Addict,Documentary,tt3790720,96.0,7.2,727591,498428,0
2167,The Spy Gone North,"Comedy, Family, Romance",tt8290698,137.0,7.2,38844509,497755,17000000
2168,Scatter My Ashes at Bergdorf's,"Comedy, Drama, Music",tt1893326,93.0,6.2,518342,496868,0
2169,Mere Brother Ki Dulhan,"Documentary, Biography",tt1740710,139.0,5.9,1427275,496172,5510000
2170,Marguerite,"Action, Drama, Thriller",tt4428788,129.0,7.0,8754356,496161,0
2171,Steve Jobs: The Man in the Machine,"Animation, Action, Adventure",tt4425064,128.0,6.9,494506,494461,0
2172,Bilal: A New Breed of Hero,"Biography, Drama, Romance",tt3576728,105.0,8.0,3254027,490515,30000000
2173,Breathe,Drama,tt1928130,75.0,6.4,5026154,490131,0
2174,Phantom,"Documentary, Biography, Crime",tt1922685,98.0,5.9,13676590,489984,10000000
2175,Phantom,"Documentary, Biography, Crime",tt1922685,98.0,5.9,13676590,489984,10000000
2176,The Inevitable Defeat of Mister & Pete,"Drama, Fantasy, Romance",tt2113075,108.0,7.5,506303,487348,0
2177,The Act of Killing,"Drama, Family, Sport",tt2375605,117.0,8.2,722714,486919,1000000
2178,23 Blast,"Comedy, Sport",tt2304459,98.0,6.5,549185,485128,0
2179,The Russian Five,Documentary,tt8006926,102.0,8.4,485049,485049,0
2180,Los Domirriqueños 2,"Action, Thriller",tt6156498,107.0,5.7,1187280,484453,0
2181,Deli Man,"Documentary, History",tt4239548,92.0,7.0,502294,484000,0
2182,The Black Panthers: Vanguard of the Revolution,"Action, Adventure",tt4316236,115.0,7.3,584109,482396,0
2183,We Have a Pope,"Action, Comedy, Mystery",tt1456472,102.0,6.7,17877523,480926,11000000
2184,Beach Rats,"Comedy, Drama, Fantasy",tt6303866,98.0,6.4,486623,472368,0
2185,The Great Battle,Reality-TV,tt6931414,136.0,7.0,41509280,472166,13305000
2186,The Flat,"Biography, Drama",tt2071620,97.0,6.9,583443,467022,0
2187,Submarine,"Documentary, History, War",tt1440292,97.0,7.3,3875173,466702,0
2188,The Happy Prince,"Action, Comedy, Crime",tt2404639,105.0,6.3,2621992,466440,0
2189,Last Days in Vietnam,Comedy,tt3279124,98.0,7.6,466114,466114,0
2190,Thank You,"Documentary, Biography",tt1720254,125.0,4.7,5452347,462609,13100000
2191,Final Portrait,"Drama, Family",tt4494718,90.0,6.3,1677835,461972,0
2192,Scotty and the Secret History of Hollywood,"Comedy, Drama",tt2773246,98.0,6.6,461689,461689,0
2193,Our Little Sister,"Action, Adventure, Drama",tt3756788,127.0,7.5,15407615,461263,0
2194,"Men, Women & Children","Comedy, Drama, Fantasy",tt3179568,119.0,6.7,1705908,461162,0
2195,Phillauri,"Action, Biography, Crime",tt5502766,138.0,6.1,5805030,459391,0
2196,Chasing the Dragon,"Documentary, History, Music",tt6015328,128.0,6.8,87965942,456854,200000000
2197,Weekend,Comedy,tt1714210,97.0,7.6,1128477,455459,120000
2198,Pearl Jam Twenty,"Comedy, Drama, Romance",tt1417592,109.0,8.3,471334,454784,0
2199,The Extra Man,"Animation, Short, Action",tt1361313,108.0,5.9,649626,453079,7000000
2200,Tel Aviv on Fire,"Action, Adventure, Drama",tt5791098,100.0,7.2,1548893,453006,0
2201,Bachelorette,"Comedy, Romance",tt1920849,87.0,5.3,12128575,447954,3000000
2202,Condorito: The Movie,"Drama, Romance",tt4494382,88.0,5.3,8431194,447719,8000000
2203,The Boy and the Beast,"Drama, Sci-Fi",tt4272866,119.0,7.7,49714378,446142,0
2204,Wiener-Dog,Drama,tt4144190,88.0,5.9,734729,445392,0
2205,Upstream Color,"Drama, Music, Romance",tt2084989,96.0,6.7,587174,444098,100000
2206,Brotherly Love,"Action, Adventure, Comedy",tt3262990,89.0,6.7,478595,444044,1900000
2207,Song to Song,Drama,tt2062700,129.0,5.7,1813168,443684,10000000
2208,Circumstance,"Biography, Crime, Drama",tt1684628,107.0,5.9,555511,441404,0
2209,No One Killed Jessica,"Documentary, Music",tt1734110,136.0,7.2,634297,440525,0
2210,Laggies,"Comedy, Drama",tt2034031,99.0,6.4,2379154,440338,5000000
2211,Gimme Danger,"Action, Thriller",tt1714917,108.0,7.2,950040,439748,0
2212,I Am Not Madame Bovary,"Drama, History, War",tt5918090,128.0,6.9,70826207,436596,0
2213,Baaghi,"Comedy, Drama, Romance",tt4864932,133.0,5.2,676602,436055,0
2214,Land of Mine,"Drama, Romance",tt3841424,100.0,7.8,3169553,435266,5070773
2215,Shaandaar,"Drama, Fantasy, Horror",tt4007558,144.0,3.7,14120808,433541,0
2216,The Lighthouse,"Action, Comedy, Thriller",tt3520714,102.0,5.1,17964238,427797,0
2217,Break Ke Baad,"Comedy, Romance",tt1578261,118.0,5.2,816988,427628,2600000
2218,Exit,"Comedy, Romance",tt1814701,90.0,5.5,69501772,426226,0
2219,Listen to Me Marlon,Documentary,tt4145178,103.0,8.2,516337,426130,0
2220,De De Pyaar De,"Biography, Drama, Romance",tt8647400,135.0,7.0,1473116,425934,0
2221,I Want Your Money,Documentary,tt1560957,92.0,5.1,433588,425899,0
2222,Saint Laurent,"Documentary, Music",tt2707848,150.0,6.1,3202241,425249,0
2223,Hail Satan?,"Documentary, History",tt9358044,95.0,6.8,467232,424284,0
2224,Sound City,"Crime, Drama, Thriller",tt2306745,107.0,7.8,521181,422417,0
2225,She's Beautiful When She's Angry,"Documentary, War",tt3319508,92.0,7.9,421573,420593,0
2226,In Secret,"Comedy, Drama, Family",tt0409379,107.0,6.2,652228,420266,0
2227,The Cold Blue,"Drama, Thriller",tt8693770,72.0,8.1,420177,420177,0
2228,Ferrari Ki Sawaari,"Action, Comedy",tt2122340,140.0,6.4,689861,420046,0
2229,A Gentleman,"Drama, Romance",tt5613834,145.0,6.3,3438746,418870,0
2230,Heart of a Dog,"Crime, Drama, Romance",tt4935446,75.0,7.1,476384,418571,0
2231,The German Doctor,"Action, Drama, Thriller",tt1847746,93.0,6.8,3635718,414912,0
2232,Cold in July,"Drama, Thriller",tt1179031,109.0,6.8,1547630,414623,0
2233,Ek Villain,"Drama, War",tt3175038,129.0,6.5,1278108,414116,0
2234,A Bag of Marbles,"Documentary, Biography, Music",tt5091612,110.0,7.3,10898998,411318,21400000
2235,Janis: Little Girl Blue,"Comedy, Drama, Music",tt3707114,103.0,7.4,1683166,410465,0
2236,Project Nim,Drama,tt1814836,93.0,7.4,609880,410077,0
2237,I'm Still Here,"Biography, Drama, History",tt1356864,108.0,6.2,626396,408719,0
2238,"Love, Kennedy","Animation, Adventure, Comedy",tt6261048,92.0,6.4,407871,407871,0
2239,The Invisibles,"Documentary, Biography, Music",tt5586052,110.0,7.2,764250,407373,0
2240,Chasing Trane: The John Coltrane Documentary,"Drama, Mystery, Sci-Fi",tt4283892,99.0,7.3,406284,406284,0
2241,The Hunting Ground,"Comedy, Thriller",tt4185572,103.0,7.4,405917,405917,0
2242,Sound of My Voice,Drama,tt1748207,85.0,6.6,424088,405614,0
2243,The Oath,Documentary,tt1522857,90.0,7.3,401463,401463,0
2244,The Oath,Documentary,tt1522857,90.0,7.3,401463,401463,0
2245,We the Animals,Documentary,tt7681824,94.0,6.9,434743,400961,0
2246,The Gospel According to André,Short,tt7218804,93.0,6.1,454550,400713,0
2247,The 5th Quarter,"Biography, Crime, Drama",tt1130964,90.0,5.7,408159,399611,6000000
2248,Mia and the White Lion,"Adventure, Drama, Thriller",tt4844148,98.0,6.5,35969998,399471,0
2249,Official Secrets,"Adventure, Comedy, Drama",tt5431890,112.0,6.9,9581462,395511,0
2250,The Nightingale,"Action, Comedy",tt2976864,100.0,7.0,885916,392573,0
